Período;Região ;Entidade ;Localização Geográfica;Grupo Sanguíneo;Reservas
2016-10;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;B+;4.0
2016-10;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;AB+;2.0
2016-10;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;O+;126.0
2016-10;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;A-;61.0
2016-10;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;AB-;2.0
2016-10;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;Total;238.0
2016-10;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;B-;1.0
2016-10;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;AB-;1.0
2016-10;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;Total;68.0
2016-10;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;O-;10.0
2016-10;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;A-;8.0
2016-10;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;Total;79.0
2016-10;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;O-;11.0
2016-10;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;A-;7.0
2016-10;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;B+;2.0
2016-10;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;A+;21.0
2016-10;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;B+;1.0
2016-10;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;AB+;2.0
2016-10;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;A+;37.0
2016-10;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;B-;0.0
2016-10;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;Total;12.0
2016-10;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;A-;0.0
2016-10;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;B-;0.0
2016-10;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;AB+;0.0
2016-10;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;AB+;2.0
2016-10;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;Total;117.0
2016-10;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;B+;6.0
2016-10;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;AB-;
2016-10;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;O-;5.0
2016-10;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;A-;6.0
2016-10;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;B+;1.0
2016-10;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;AB-;1.0
2016-10;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;AB+;1.0
2016-11;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758,-9.1505021;A-;383.433333333
2016-11;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758,-9.1505021;A+;3444.23333333
2016-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;Total;36.4333333333
2016-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;O-;6.33333333333
2016-11;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;Total;325.6
2016-11;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;B+;25.2666666667
2016-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;O+;25.6
2016-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;A+;72.4666666667
2016-11;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;O-;45.3333333333
2016-11;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;O+;40.4
2016-11;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;A-;40.2
2016-11;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;B-;7.83333333333
2016-11;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;A-;20.3666666667
2016-11;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;AB-;0.666666666667
2016-11;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;AB+;1.86666666667
2016-11;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;B-;2.93333333333
2016-11;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;AB-;1.13333333333
2016-11;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;A-;25.5
2016-11;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;B-;3.3
2016-11;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;AB-;1.33333333333
2016-11;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;A+;78.8333333333
2016-11;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;AB+;3.9
2016-11;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;Total;139.666666667
2016-11;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;O-;20.0
2016-11;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;B+;7.76666666667
2016-11;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;AB-;0.666666666667
2016-11;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;O+;43.1
2016-11;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;A+;41.1333333333
2016-11;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;O-;11.5
2016-11;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;B-;2.96666666667
2016-11;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;O-;
2016-11;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;O+;
2016-11;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;B-;4.73333333333
2016-11;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;AB-;2.0
2016-11;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;B-;
2016-11;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;Total;61.4333333333
2016-11;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;AB+;
2016-11;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;A+;
2016-11;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;B-;
2016-11;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;AB+;
2016-11;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;Total;25.0
2016-11;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;A+;7.63333333333
2016-11;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;AB+;
2016-11;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;O-;10.0
2016-11;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967,-8.6318023;O+;
2016-11;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967,-8.6318023;A+;
2016-11;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967,-8.6318023;B-;
2016-11;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;B-;0.0
2016-11;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;O-;8.73333333333
2016-11;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;AB-;1.73333333333
2016-11;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;B+;1.23333333333
2016-11;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;AB-;0.1
2016-11;Região de Saúde Norte;Centro Hospitalar entre Douro e Vouga, EPE;40.9293884,-8.5458794;Total;149.833333333
2016-11;Região de Saúde Norte;Centro Hospitalar entre Douro e Vouga, EPE;40.9293884,-8.5458794;B-;4.0
2016-11;Região de Saúde Norte;Centro Hospitalar entre Douro e Vouga, EPE;40.9293884,-8.5458794;B+;5.03333333333
2016-11;Região de Saúde Norte;Centro Hospitalar entre Douro e Vouga, EPE;40.9293884,-8.5458794;AB-;4.7
2016-11;Região de Saúde Norte;Centro Hospitalar entre Douro e Vouga, EPE;40.9293884,-8.5458794;AB+;4.76666666667
2016-11;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;Total;11.1
2016-11;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;A+;2.7
2016-11;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;AB-;
2016-11;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;AB+;
2016-11;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;A+;0.0
2016-11;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;B+;0.0
2016-11;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;O-;
2016-11;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;A+;
2016-11;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;Total;96.0
2016-11;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;O-;24.0333333333
2016-11;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;A-;15.9333333333
2016-11;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;O+;117.4
2016-11;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;B-;11.3
2016-11;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;O-;12.3
2016-11;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;O+;34.5333333333
2016-11;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;Total;187.333333333
2016-11;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;O+;71.5333333333
2016-11;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;B-;1.7
2016-11;Região de Saúde LVT;Hospital de Loures, PPP;38.821342,-9.176377;Total;
2016-11;Região de Saúde LVT;Hospital de Loures, PPP;38.821342,-9.176377;AB+;
2016-11;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;A+;
2016-11;Região de Saúde Norte;Hospital de Braga, PPP;41.567781,-8.399268;A-;
2016-11;Região de Saúde Norte;Hospital de Braga, PPP;41.567781,-8.399268;AB-;
2016-12;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758,-9.1505021;O-;298.0
2016-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;A-;1.35483870968
2016-12;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;Total;337.129032258
2016-12;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;A+;118.709677419
2016-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;B-;1.09677419355
2016-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;Total;96.9032258065
2016-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;A-;5.58064516129
2016-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;B-;2.1935483871
2016-12;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;B-;5.12903225806
2016-12;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;O-;12.4193548387
2016-12;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;A-;16.1290322581
2016-12;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;AB+;2.25806451613
2016-12;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;A-;35.8387096774
2016-12;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;B-;9.77419354839
2016-12;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;O+;149.483870968
2016-12;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;AB-;2.41935483871
2016-12;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;B-;1.61290322581
2016-12;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;O-;14.2580645161
2016-12;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;B+;8.54838709677
2016-12;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;AB-;0.161290322581
2016-12;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;Total;135.225806452
2016-12;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;O+;42.4193548387
2016-12;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;B-;3.54838709677
2016-12;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;A-;2.83870967742
2016-12;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;B-;0.903225806452
2016-12;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;Total;253.806451613
2016-12;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;A-;20.0
2016-12;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;Total;
2016-12;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;O-;27.8064516129
2016-12;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;O+;47.9032258065
2016-12;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;O-;0.0
2016-12;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;AB-;0.0
2016-12;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;AB+;
2016-12;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;A-;5.09677419355
2016-12;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;AB+;
2016-12;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967,-8.6318023;O+;
2016-12;Região de Saúde do Centro;Hospital Dr Francisco Zagalo;40.8571967,-8.6318023;A+;
2016-12;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;Total;0.0
2016-12;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;A+;0.0
2016-12;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;AB-;0.0
2016-12;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;O+;35.4838709677
2016-12;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;B-;1.61290322581
2016-12;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;B+;0.645161290323
2016-12;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;A-;10.6129032258
2016-12;Região de Saúde Norte;Centro Hospitalar entre Douro e Vouga, EPE;40.9293884,-8.5458794;O+;32.2903225806
2016-12;Região de Saúde Norte;Centro Hospitalar entre Douro e Vouga, EPE;40.9293884,-8.5458794;A+;36.7096774194
2016-12;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;B+;
2016-12;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;A-;0.0
2016-12;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;AB-;0.0
2016-12;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;Total;
2016-12;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;O+;
2016-12;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;O-;16.064516129
2016-12;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;AB+;4.61290322581
2016-12;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;A-;3.90322580645
2016-12;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;B-;1.8064516129
2016-12;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;A-;14.0
2016-12;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;O-;18.7096774194
2016-12;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;B+;6.22580645161
2016-12;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;AB-;
2016-12;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;O-;43.4193548387
2016-12;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565,-8.992398;Total;
2016-12;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565,-8.992398;A+;
2016-12;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565,-8.992398;B-;
2016-12;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565,-8.992398;AB+;
2016-12;Região de Saúde LVT;Hospital de Loures, PPP;38.821342,-9.176377;A-;
2016-12;Região de Saúde LVT;Hospital de Loures, PPP;38.821342,-9.176377;B+;
2016-12;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;B+;
2016-12;Região de Saúde LVT;Hospital de Cascais, PPP;38.728951,-9.418466;AB+;
